term, docID
圣,"['1002299', '1003078', '1007772', '1030469', '1048610', '1051440', '1084336', '1337303', '1440589', '1986590']"
埃克,"['1003078', '1008145', '1048610', '1084336', '1292416', '1464989', '1986590', '4171951']"
絮,"['1048610', '1084336']"
佩里,"['1003078', '1048610', '1084336', '1986590']"
献辞,"['1048610', '1084336']"
中说,"['1004322', '1026655', '1048610', '1084336', '1418686', '1939182']"
本书,"['1000445', '1000517', '1001193', '1001204', '1001885', '1003078', '1004322', '1004821', '1005279', '1005492', '1006113', '1006197', '1006341', '1006560', '1006881', '1007914', '1007928', '1008074', '1008145', '1008189', '1009459', '1011754', '1012032', '1012611', '1013208', '1013225', '1013248', '1013502', '1014278', '1014533', '1014561', '1014578', '1014825', '1015398', '1015699', '1015767', '1016806', '1017818', '1017839', '1018136', '1019568', '1020128', '1021193', '1022632', '1023045', '1024701', '1024854', '1024889', '1025176', '1025721', '1026411', '1026655', '1027191', '1030054', '1031818', '1032547', '1032581', '1033190', '1035477', '1035848', '1036274', '1039389', '1041111', '1041482', '1043579', '1044203', '1044316', '1044772', '1045352', '1045926', '1046385', '1048007', '1048537', '1048610', '1049215', '1049688', '1050175', '1050743', '1052828', '1055976', '1056023', '1056315', '1056461', '1058759', '1059537', '1059769', '1060774', '1061242', '1061367', '1061563', '1061977', '1062134', '1062991', '1063190', '1063624', '1064271', '1064275', '1066462', '1068308', '1069059', '1069071', '1069628', '1069885', '1070711', '1070851', '1075743', '1076045', '1077497', '1077528', '1078250', '1081422', '1082349', '1082369', '1082398', '1082407', '1082518', '1082577', '1084082', '1084336', '1085470', '1088581', '1089512', '1092335', '1119528', '1159949', '1203426', '1209078', '1212488', '1220853', '1254588', '1255624', '1255625', '1261153', '1263399', '1275907', '1277981', '1279212', '1292416', '1310164', '1313124', '1316648', '1318427', '1322025', '1324985', '1330096', '1336330', '1337292', '1340986', '1341035', '1391191', '1396339', '1418686', '1420862', '1422833', '1426971', '1427288', '1433640', '1440589', '1441707', '1448761', '1452923', '1459149', '1464989', '1467022', '1468393', '1473250', '1476651', '1729284', '1759860', '1761056', '1762869', '1763809', '1764991', '1767945', '1775691', '1776683', '1777932', '1786387', '1793132', '1794202', '1794333', '1812895', '1823349', '1827702', '1829226', '1858410', '1858513', '1859140', '1863930', '1864849', '1865089', '1865891', '1868698', '1868786', '1868896', '1882933', '1884249', '1902628', '1905830', '1906681', '1907199', '1907739', '1915337', '1919072', '1939182', '1949068', '1949925', '1963912', '1970428', '1980436', '1981042', '2030664', '2033081', '2034893', '2035162', '2036343', '2036345', '2042966', '2052596', '2053249', '2064450', '2070844', '2081876', '2123957', '2133254', '2136140', '2136484', '2149669', '2160226', '2161892', '2180619', '2193877', '2214344', '2240482', '2253642', '2256438', '2257188', '2257609', '2267630', '2271582', '2277795', '2284311', '2294993', '2317973', '2326403', '2363651', '2380307', '2381950', '2383005', '3009033', '3016219', '3017857', '3018339', '3033668', '3191328', '3223711', '3239824', '3246904', '3266968', '3311009', '3344676', '3373490', '3392046', '3442373', '3597938', '3598313', '3609132', '3626924', '3642673', '3662594', '3678694', '3786755', '3813669', '3860856', '3890174', '3901238', '3908032', '4010969', '4113090', '4124727', '4159088', '4171951', '4238362', '4242172', '4872671', '5289756', '5317075']"
献给,"['1033778', '1048610', '1059937', '1061367', '1075743', '1084336', '1258490', '1331571', '1391191', '1863930', '2988943', '3151990', '3860856']"
长成,"['1016204', '1048610', '1075743', '1084336']"
大人,"['1001136', '1007433', '1010204', '1010898', '1021615', '1036274', '1048610', '1059937', '1061977', '1062991', '1069848', '1084336', '1341035', '1367964', '1419841', '1819974', '1968643', '2123957', '3699108', '3880832']"
从前,"['1018136', '1048610', '1056733', '1084336', '1212894', '1394364', '1761056', '1914636', '2035162', '2348372', '4152754']"
孩子,"['1001136', '1002898', '1004088', '1004956', '1005279', '1007334', '1007433', '1007772', '1007914', '1007928', '1009257', '1010204', '1013129', '1015584', '1016204', '1018153', '1018482', '1020128', '1021193', '1021425', '1021597', '1021615', '1024854', '1026674', '1028409', '1030469', '1033778', '1035362', '1036067', '1036274', '1038744', '1039487', '1039840', '1041007', '1041550', '1041993', '1046209', '1048610', '1059937', '1064682', '1069071', '1069628', '1071241', '1082172', '1084336', '1088743', '1102403', '1119839', '1139726', '1140727', '1193821', '1205373', '1214898', '1221515', '1223845', '1226062', '1227838', '1257365', '1275608', '1330096', '1388169', '1420862', '1432596', '1433379', '1433640', '1439216', '1441707', '1464716', '1467333', '1468493', '1473250', '1478487', '1483522', '1596305', '1765512', '1793721', '1812618', '1853785', '1856025', '1858513', '1905830', '1927869', '1937357', '1939182', '1941301', '1948502', '1963310', '1975797', '2042241', '2042966', '2082194', '2150240', '2160226', '2170629', '2180619', '2214344', '2242467', '2256438', '2257188', '2295163', '2297706', '2317973', '2331434', '2360269', '2377012', '3012517', '3101457', '3124525', '3131048', '3266345', '3537590', '3699108', '3729756', '3801097', '3880832', '3995526', '4152754', '4741216', '5363767']"
赢得,"['1001136', '1005660', '1009931', '1012637', '1016806', '1018577', '1032581', '1035326', '1036274', '1048610', '1056295', '1064828', '1077528', '1078554', '1082407', '1084336', '1087758', '1132956', '1261153', '1318427', '1433640', '1440589', '1765512', '1786387', '1829226', '1856025', '1867642', '1939182', '1949068', '2295163', '3662594', '3683898', '3713327', '4742918', '4885241', '5385852']"
儿童,"['1002898', '1007914', '1015398', '1019568', '1026035', '1026425', '1028409', '1030200', '1033190', '1035848', '1036274', '1041993', '1043008', '1047138', '1048537', '1048610', '1050349', '1064862', '1067907', '1082349', '1084336', '1102403', '1186350', '1254588', '1427288', '1775691', '1917078', '1939182', '2180619', '3672237']"
成年,"['1004088', '1004956', '1005279', '1025721', '1029553', '1031818', '1033790', '1039389', '1048007', '1048610', '1053759', '1069628', '1075492', '1083428', '1084336', '1342817', '1401841', '1770782', '1963310', '2154079', '2160226', '2280027', '4242172']"
成年人,"['1004088', '1004956', '1005279', '1039389', '1048007', '1048610', '1053759', '1084336', '2160226']"
凝练,"['1007433', '1033997', '1035146', '1048610', '1084336']"
语言,"['1000856', '1002299', '1003078', '1005193', '1005279', '1006004', '1006197', '1008145', '1008189', '1012561', '1012611', '1016300', '1016631', '1018136', '1019338', '1019431', '1021847', '1023048', '1025721', '1027191', '1029553', '1030200', '1031818', '1033190', '1033997', '1034108', '1034279', '1035146', '1039389', '1040104', '1048007', '1048610', '1056295', '1056733', '1057206', '1058759', '1060779', '1069059', '1071794', '1075492', '1076654', '1081422', '1084336', '1084973', '1085860', '1119839', '1152701', '1205370', '1209078', '1213945', '1217071', '1223845', '1225977', '1261153', '1279212', '1336330', '1337303', '1389960', '1391191', '1424373', '1427679', '1427788', '1428691', '1448761', '1455933', '1464989', '1468493', '1469051', '1483522', '1759860', '1761056', '1792668', '1794620', '1796596', '1827702', '1829226', '1851385', '1858513', '1865089', '1868896', '1902628', '1907739', '1914078', '1941301', '1949121', '1963912', '1965977', '2008972', '2032666', '2033081', '2042063', '2082194', '2139305', '2277795', '2297786', '2326403', '2340955', '2348372', '3014576', '3108829', '3266345', '3315879', '3316422', '3335362', '3442373', '4124727', '4171951', '4238754', '4714734', '4741216', '4872671']"
渗透,"['1009160', '1048610', '1084336', '1085021', '1467022', '1863930', '1914083', '3016219', '3667783', '3729756']"
文明,"['1000482', '1001204', '1010898', '1022060', '1030470', '1036541', '1039840', '1047138', '1048610', '1050339', '1054889', '1056733', '1062134', '1064862', '1075495', '1084336', '1092335', '1119522', '1310164', '1341035', '1417905', '1794333', '1858513', '1938591', '1980436', '2034893', '2042063', '2053249', '2240482', '2265312', '2567698', '3066477', '3268399', '3800166', '4171951', '4242172', '5363767']"
人类文明,"['1048610', '1084336', '4171951']"
深邃,"['1007928', '1010204', '1013225', '1016486', '1017143', '1017841', '1023709', '1025336', '1037954', '1048610', '1052828', '1057197', '1063796', '1064828', '1081422', '1084336', '1085799', '1433377', '1812439', '1865089', '1908517', '3131048', '4872671']"
思索,"['1020128', '1027191', '1033190', '1045818', '1046175', '1048610', '1059537', '1084336', '1420862', '1467022', '1476651', '1863930', '2243692', '2267630', '2284311', '3131048', '3151990', '3626924']"
表现,"['1000517', '1000594', '1000856', '1003078', '1004322', '1004821', '1006770', '1007772', '1012747', '1013225', '1013248', '1013502', '1015398', '1016631', '1017841', '1020961', '1028409', '1029553', '1030470', '1032431', '1034479', '1035362', '1035614', '1041993', '1043815', '1045352', '1046209', '1048007', '1048610', '1049584', '1052360', '1053759', '1056461', '1061977', '1066165', '1066462', '1069059', '1070851', '1075492', '1077497', '1078250', '1080370', '1080544', '1081422', '1082406', '1082584', '1084336', '1087758', '1089243', '1092149', '1119522', '1119796', '1180108', '1192090', '1200840', '1212152', '1212488', '1213546', '1255288', '1258498', '1270508', '1275608', '1292227', '1316648', '1398395', '1400707', '1401795', '1418297', '1427788', '1428691', '1433700', '1441707', '1449348', '1460313', '1704006', '1759860', '1765512', '1786670', '1789841', '1858513', '1863930', '1864849', '1868698', '1963912', '2119843', '2150240', '2267883', '2376336', '2377012', '3017857', '3018339', '3373490', '3667783', '4010969']"
出,"['1000856', '1001136', '1002898', '1004322', '1006004', '1007433', '1007772', '1011754', '1011882', '1013225', '1013502', '1015398', '1016486', '1016631', '1016806', '1017143', '1017749', '1018136', '1018153', '1018482', '1019431', '1020128', '1020961', '1021425', '1021597', '1023658', '1023709', '1024854', '1026317', '1026686', '1027191', '1027247', '1027587', '1029553', '1029791', '1030366', '1033997', '1034108', '1034279', '1035326', '1035614', '1036541', '1041993', '1044663', '1045926', '1048610', '1049354', '1050743', '1051663', '1052203', '1052380', '1052828', '1056461', '1056733', '1057197', '1058661', '1059419', '1060117', '1062326', '1068920', '1073708', '1074841', '1075492', '1075743', '1078554', '1079680', '1082138', '1082406', '1082518', '1082522', '1082584', '1083290', '1083474', '1084082', '1084336', '1087758', '1088743', '1089243', '1089517', '1089523', '1092149', '1102403', '1139726', '1140727', '1192090', '1193821', '1205370', '1212488', '1213546', '1217071', '1228110', '1257365', '1270508', '1275608', '1321017', '1322066', '1329959', '1336330', '1346815', '1361264', '1368256', '1388169', '1396339', '1398395', '1409771', '1417905', '1421921', '1422833', '1433377', '1433640', '1439894', '1440345', '1440468', '1440589', '1441707', '1455933', '1456183', '1457306', '1459623', '1464442', '1464716', '1467022', '1467333', '1480630', '1489555', '1581547', '1703544', '1752755', '1761056', '1762869', '1764915', '1775691', '1777823', '1791390', '1792668', '1794620', '1827374', '1844629', '1848256', '1851385', '1853785', '1855531', '1856285', '1858513', '1858576', '1862115', '1863930', '1868786', '1873268', '1876333', '1908517', '1914572', '1914636', '1915337', '1917972', '1937357', '1939182', '1947471', '1949121', '1949925', '1959786', '1963912', '1964044', '1968643', '1970428', '1986590', '1999037', '2035179', '2036343', '2042063', '2042241', '2053249', '2062200', '2070012', '2139305', '2150240', '2158189', '2159470', '2160556', '2161892', '2170629', '2267630', '2277795', '2282081', '2359212', '2363651', '2376336', '2380307', '2996596', '3012517', '3066477', '3102324', '3131048', '3151990', '3187737', '3187750', '3211779', '3246230', '3259440', '3326892', '3426869', '3547099', '3597938', '3608208', '3608235', '3615061', '3616310', '3672237', '3699108', '3713327', '3729756', '3864342', '3908032', '4011670', '4171951', '4242172', '4264003', '5289756']"
讽刺,"['1000517', '1000856', '1001136', '1014533', '1016486', '1016631', '1018482', '1026411', '1029553', '1030200', '1033190', '1036274', '1048610', '1055976', '1068308', '1070851', '1076045', '1084336', '1205373', '1255624', '1255625', '1258498', '1337292', '1765512', '1793132', '1856025', '1858513', '2123957', '2133556', '2159470', '2381950', '3315879', '3442373', '4264003']"
幻想,"['1001136', '1005492', '1006646', '1007305', '1009938', '1015398', '1022632', '1028693', '1032431', '1033790', '1034279', '1035848', '1046209', '1048610', '1052360', '1056733', '1082518', '1083375', '1084336', '1102403', '1212152', '1213945', '1275608', '1292416', '1336330', '1382833', '1398395', '1441707', '1468393', '1765512', '1786670', '1863930', '1868896', '1939182', '1963310', '2242461', '2339950', '3268399', '3290010', '3864342', '4152754']"
真情,"['1048610', '1084336', '1310164', '1341035', '1343089', '1794333', '1859140', '1965977']"
哲理,"['1017143', '1033790', '1048610', '1049584', '1058661', '1069628', '1084336', '1262986', '1394536', '1421921', '1422833', '1433377', '1858513', '1863930', '1865089', '2067299', '3108829']"
法国,"['1001885', '1003078', '1004322', '1007433', '1007772', '1009393', '1010898', '1012611', '1013225', '1014533', '1015767', '1016486', '1017143', '1017563', '1017818', '1020128', '1021273', '1021615', '1022632', '1023709', '1024197', '1025336', '1027587', '1030366', '1033997', '1035326', '1036541', '1037954', '1040771', '1047719', '1048610', '1052203', '1052828', '1055976', '1056023', '1056733', '1057197', '1059537', '1060117', '1063796', '1064828', '1068308', '1069848', '1070685', '1070851', '1073349', '1075492', '1075538', '1076045', '1078554', '1082522', '1082584', '1083477', '1084336', '1084973', '1085470', '1085860', '1088743', '1089521', '1119528', '1152701', '1186350', '1203244', '1203258', '1205054', '1205370', '1205372', '1205394', '1213546', '1220853', '1255624', '1255625', '1258498', '1263399', '1275608', '1277981', '1292416', '1317301', '1322248', '1329959', '1337292', '1400705', '1400707', '1400717', '1427302', '1433377', '1440992', '1441853', '1455933', '1463013', '1465324', '1729284', '1731370', '1761056', '1793132', '1793713', '1793721', '1805514', '1807516', '1818347', '1827374', '1856025', '1858513', '1903164', '1907739', '1986590', '2035162', '2067299', '2214350', '2243692', '2326403', '3006581', '3055316', '3315879', '3442373', '3547099', '3678694', '4011670', '4124727']"
最为,"['1004322', '1008357', '1012611', '1020128', '1025336', '1027247', '1040771', '1044547', '1047138', '1048610', '1049189', '1049219', '1049584', '1057197', '1063624', '1080370', '1082582', '1084336', '1119796', '1205370', '1212893', '1212894', '1228110', '1258498', '1270508', '1322025', '1401795', '1417905', '1467022', '1467333', '1822793', '1829226', '1844629', '1863930', '1921479', '1926103', '1939182', '1963310', '2154960', '2267883', '2284311', '2339950', '3013903', '3017857', '3290010', '3537590', '3598313', '3662594']"
著名,"['1002898', '1003078', '1003479', '1004322', '1005193', '1005576', '1006004', '1006197', '1006341', '1006560', '1006737', '1007433', '1007772', '1008074', '1008145', '1008988', '1010204', '1010472', '1012561', '1012611', '1012637', '1013416', '1014533', '1015584', '1015767', '1016806', '1018136', '1018482', '1019568', '1020961', '1025243', '1025721', '1026655', '1027247', '1028916', '1030469', '1032501', '1032645', '1033778', '1034279', '1035326', '1036490', '1039389', '1039840', '1040104', '1043815', '1044203', '1044547', '1044772', '1045466', '1046209', '1047719', '1048007', '1048610', '1049688', '1050349', '1052203', '1052380', '1055486', '1055976', '1056023', '1056295', '1057206', '1058661', '1058679', '1058759', '1059419', '1059769', '1062193', '1063624', '1064682', '1065239', '1068308', '1069059', '1069685', '1069848', '1069885', '1070851', '1071794', '1072438', '1073349', '1075495', '1076045', '1077528', '1078554', '1082369', '1082387', '1082399', '1082407', '1082518', '1082522', '1082577', '1082582', '1083428', '1083762', '1084336', '1084973', '1085021', '1085860', '1088472', '1089509', '1089510', '1089511', '1089512', '1089515', '1089517', '1089518', '1089521', '1089523', '1092149', '1132956', '1159939', '1186392', '1203426', '1205370', '1209078', '1212893', '1212894', '1217071', '1220219', '1223575', '1223845', '1255624', '1255625', '1257365', '1263399', '1264579', '1270508', '1275608', '1321789', '1322025', '1329959', '1336330', '1337292', '1361263', '1361264', '1382829', '1382833', '1382834', '1382836', '1382838', '1382840', '1382846', '1398395', '1400705', '1400707', '1400717', '1401841', '1418180', '1422833', '1427302', '1427825', '1428691', '1433379', '1433640', '1440345', '1441853', '1441869', '1448761', '1455933', '1463013', '1464716', '1464989', '1465324', '1467333', '1471701', '1473250', '1480630', '1765512', '1793132', '1793713', '1793721', '1794620', '1805514', '1807516', '1812895', '1818347', '1827374', '1829226', '1844629', '1853785', '1858513', '1858576', '1863930', '1865089', '1902628', '1903164', '1914636', '1917972', '1926700', '1949068', '1949338', '1965977', '1981355', '2035162', '2035179', '2053249', '2061644', '2068211', '2070844', '2081876', '2119843', '2136140', '2139305', '2149669', '2154960', '2158189', '2158194', '2159470', '2160226', '2161892', '2174013', '2193877', '2194123', '2240482', '2280027', '2282081', '2309689', '2317974', '2326403', '2345727', '2359003', '3006581', '3010130', '3010133', '3018339', '3055316', '3067169', '3101457', '3111928', '3151990', '3211779', '3223711', '3239824', '3246904', '3259440', '3274851', '3315879', '3335362', '3369600', '3442373', '3537590', '3608208', '3610550', '3646172', '3662594', '3672237', '3713327', '3865832', '3995526', '4009552', '4010969', '4011440', '4011670', '4074636', '4152754', '4171951', '4264003', '4741216', '4742918', '4872671', '4885241', '5317075', '5385852']"
安东尼·德·圣-埃克苏佩里,"['1048610', '1084336']"
人民文学出版社,"['1005660', '1006113', '1006197', '1007305', '1007433', '1007772', '1008145', '1008357', '1008988', '1009257', '1009938', '1011754', '1012489', '1013129', '1013416', '1016631', '1019568', '1022632', '1023658', '1024197', '1027587', '1028693', '1029553', '1031741', '1033825', '1035477', '1035848', '1039487', '1039840', '1041007', '1043008', '1043815', '1044772', '1046209', '1047138', '1054917', '1057206', '1069059', '1071241', '1073708', '1078250', '1080309', '1081422', '1082522', '1083003', '1083428', '1083474', '1083477', '1084082', '1084336', '1085799', '1088581', '1119522', '1119528', '1186350', '1186392', '1200840', '1200842', '1205054', '1212488', '1214898', '1228110', '1255288', '1432596', '1449348', '1449351', '1449352', '1455933', '1464989', '1485225', '1805514', '1807516', '1818347', '1827374', '1829226', '1903164', '1917078', '1925218', '2056749', '2161892', '2257188', '2275502', '2280027', '2295163', '2377002', '2980812', '3006581', '3033668', '3055316', '3067169', '3369793', '3608235', '4171951']"
马振聘,['1084336']
2003-8,"['1022632', '1026411', '1028842', '1060068', '1082349', '1082398', '1084336']"
9.1,"['1002299', '1004088', '1005660', '1007928', '1009257', '1014561', '1014578', '1018136', '1021615', '1026035', '1028842', '1041007', '1044547', '1045926', '1054685', '1059112', '1061118', '1082582', '1084336', '1085860', '1119839', '1180108', '1205054', '1254588', '1361264', '1369777', '1428691', '1449352', '1464989', '1474688', '1474842', '1765512', '1789837', '1827374', '1829226', '1981042', '1986590', '2295163', '3259440']"
安托万,['1084336']
·,"['1000445', '1001136', '1001377', '1002898', '1003078', '1003148', '1004992', '1005576', '1005660', '1006770', '1007772', '1008189', '1008988', '1009257', '1010472', '1010898', '1012637', '1013001', '1013129', '1013208', '1013225', '1013248', '1013380', '1013502', '1016003', '1016486', '1017143', '1017563', '1017818', '1017839', '1018136', '1018482', '1019338', '1019485', '1020459', '1021056', '1021425', '1022238', '1023045', '1024197', '1025336', '1026411', '1026686', '1027587', '1028842', '1030366', '1030469', '1031741', '1032431', '1032501', '1033997', '1034279', '1034282', '1037602', '1037954', '1039487', '1040104', '1040771', '1041007', '1044203', '1045818', '1045926', '1047138', '1047719', '1048007', '1048537', '1049354', '1049688', '1051193', '1051440', '1052203', '1052360', '1052828', '1056295', '1056461', '1057197', '1057206', '1058679', '1058759', '1059419', '1059769', '1059937', '1060774', '1061367', '1064828', '1064862', '1066165', '1066462', '1068920', '1069848', '1069885', '1070441', '1071241', '1071794', '1072319', '1073349', '1075538', '1077528', '1078554', '1079680', '1082387', '1083428', '1083474', '1083762', '1084336', '1084973', '1085021', '1085470', '1085860', '1086249', '1088065', '1088743', '1089509', '1089510', '1089511', '1089512', '1089515', '1089517', '1089518', '1089521', '1089523', '1092149', '1092335', '1096790', '1102403', '1119528', '1119796', '1125186', '1139726', '1141406', '1159939', '1159949', '1186350', '1186392', '1203258', '1205054', '1205370', '1205373', '1209078', '1212488', '1213546', '1214898', '1220853', '1221515', '1223845', '1228110', '1255288', '1258489', '1258490', '1258498', '1263399', '1264579', '1275608', '1292416', '1313124', '1316648', '1318427', '1321017', '1321789', '1322025', '1329959', '1336330', '1364773', '1367458', '1391191', '1394364', '1400705', '1400707', '1400717', '1401161', '1401795', '1401841', '1418686', '1424373', '1424741', '1427288', '1427679', '1431779', '1432596', '1433377', '1433640', '1433659', '1436707', '1439216', '1440089', '1440589', '1440972', '1441707', '1441853', '1448761', '1449348', '1449352', '1455933', '1465324', '1467776', '1473250', '1474773', '1476651', '1478487', '1480630', '1485225', '1729284', '1731370', '1770782', '1772786', '1775691', '1786387', '1786670', '1789837', '1793713', '1793721', '1794620', '1805514', '1807516', '1812895', '1818347', '1827374', '1829226', '1829836', '1844629', '1851385', '1856025', '1856285', '1858513', '1858576', '1862115', '1863930', '1865089', '1867064', '1867642', '1868698', '1868786', '1876333', '1884249', '1902628', '1903164', '1905830', '1907739', '1908517', '1915337', '1917078', '1917972', '1919072', '1919201', '1927902', '1939182', '1948502', '1949121', '1962923', '1965977', '1975797', '1986590', '2032117', '2033081', '2035162', '2035179', '2036345', '2042063', '2042907', '2042966', '2053249', '2056749', '2061644', '2131415', '2133074', '2136484', '2139305', '2143732', '2154079', '2154960', '2158189', '2159470', '2160226', '2160292', '2161892', '2171321', '2180619', '2193877', '2194123', '2214344', '2214350', '2243692', '2253753', '2265995', '2267883', '2271582', '2277795', '2280027', '2284311', '2286313', '2295163', '2295324', '2297697', '2297706', '2326403', '2359003', '2381950', '2971734', '2996596', '3000997', '3006581', '3013903', '3055316', '3091349', '3111928', '3124525', '3151990', '3223711', '3246230', '3246904', '3266968', '3268399', '3315879', '3326892', '3335362', '3347997', '3442373', '3537590', '3598313', '3608208', '3608235', '3622904', '3713327', '3729756', '3890174', '3908032', '4010196', '4010969', '4011440', '4149893', '4171951', '5363767']"
德,"['1001377', '1002898', '1003078', '1003148', '1004322', '1013001', '1013248', '1016486', '1016806', '1017563', '1019338', '1021425', '1021615', '1021847', '1026317', '1026411', '1026686', '1030469', '1035326', '1039487', '1040397', '1045201', '1047138', '1048537', '1049190', '1049354', '1056461', '1059937', '1061367', '1066462', '1067907', '1070441', '1076654', '1079252', '1082349', '1084336', '1084973', '1085021', '1085860', '1119528', '1186392', '1205370', '1205373', '1212152', '1263399', '1329959', '1358413', '1433659', '1440589', '1441707', '1731370', '1770782', '1805514', '1807516', '1818347', '1827374', '1857446', '1887754', '1903164', '1907739', '2033081', '2143732', '2154079', '2161892', '2317974', '2971734', '3006581']"
苏,"['1003078', '1005660', '1012637', '1013502', '1069848', '1084336', '1409771', '1986590', '2180619']"
Antoine,['1084336']
de,"['1045201', '1056461', '1079252', '1084336', '1152701', '1205370', '2033081', '2383005']"
Saint,['1084336']
Exupery,"['1003078', '1084336']"
,"['1001136', '1005193', '1007305', '1007433', '1010204', '1013129', '1013225', '1015398', '1015584', '1016486', '1017143', '1017749', '1018136', '1024701', '1026655', '1028842', '1030469', '1034279', '1034282', '1039487', '1040771', '1041007', '1049584', '1052380', '1056295', '1057197', '1058759', '1068920', '1071241', '1075743', '1082387', '1083474', '1084336', '1086249', '1092149', '1161852', '1209078', '1213945', '1214898', '1220853', '1228110', '1258489', '1258490', '1291809', '1317301', '1321789', '1369776', '1389960', '1418297', '1419841', '1427288', '1432596', '1433377', '1433659', '1439216', '1439894', '1456831', '1457306', '1459623', '1465324', '1475048', '1770782', '1781120', '1781300', '1793713', '1793721', '1851385', '1858576', '1860750', '1863930', '1868786', '1873268', '1876333', '1917972', '1927902', '1949121', '1959786', '1975797', '2035179', '2039490', '2042063', '2042241', '2063819', '2277795', '2295163', '2326403', '3246904', '3266968', '3326892', '3554154', '3905366', '4741216', '5289756']"
1900,"['1000856', '1003078', '1017749', '1021615', '1043485', '1048610', '1068920', '1083474', '1084336', '1201821', '1856025', '1986590', '2160226']"
1944,"['1002898', '1003078', '1014278', '1014533', '1021615', '1048610', '1055976', '1068308', '1070851', '1076045', '1077528', '1084336', '1102403', '1186392', '1220853', '1255624', '1255625', '1337292', '1391191', '1440972', '1792668', '1793132', '1858513', '1963684', '1986590', '2035162', '2161892', '3537590']"
6,"['1000323', '1001193', '1002898', '1009393', '1011662', '1014533', '1017749', '1028270', '1028404', '1035362', '1042434', '1048610', '1054889', '1055976', '1063245', '1068308', '1070851', '1076045', '1084336', '1139726', '1143694', '1152701', '1205370', '1205373', '1213546', '1226062', '1255624', '1255625', '1258498', '1263399', '1283273', '1322025', '1329959', '1337292', '1418707', '1427288', '1427788', '1440589', '1449348', '1581547', '1731370', '1786387', '1789837', '1793132', '1805514', '1807516', '1818347', '1823349', '1827374', '1855531', '1856285', '1862115', '1873268', '1898609', '1903164', '1908517', '1939182', '1999037', '2035162', '2039490', '2042241', '2056749', '2131415', '2136484', '2170629', '2180619', '2340100', '2376336', '3006581', '3013903', '3102324', '3259440', '3598313', '3615061', '3646172', '3713327', '3890174', '3905366', '4009552', '4011670', '4074636', '4152754', '4264003', '4741216']"
29,"['1012611', '1015584', '1028842', '1030469', '1039389', '1048610', '1084336', '1085799', '1275608', '1394364', '1424741', '1427288', '1433379', '1459623', '1863930', '2061644', '3995799', '4749115']"
出生,"['1000280', '1000856', '1001136', '1001193', '1001885', '1003078', '1005279', '1010204', '1012637', '1013502', '1014533', '1014825', '1015584', '1016003', '1017563', '1021193', '1024854', '1026035', '1027191', '1028270', '1028404', '1029553', '1030469', '1034279', '1037602', '1041111', '1041616', '1048610', '1049361', '1049688', '1055976', '1056315', '1061977', '1068308', '1069685', '1070851', '1075495', '1076045', '1083428', '1084336', '1085799', '1087758', '1088022', '1151873', '1207819', '1213546', '1221515', '1255624', '1255625', '1258489', '1258490', '1292416', '1310164', '1316648', '1317301', '1321789', '1336968', '1337292', '1344548', '1346815', '1351652', '1361263', '1361264', '1369776', '1382829', '1382833', '1382834', '1382836', '1382838', '1382840', '1382846', '1400705', '1400707', '1400717', '1401425', '1401840', '1401841', '1421921', '1432422', '1433379', '1439216', '1440345', '1440589', '1459623', '1464716', '1480980', '1581547', '1703544', '1759860', '1762869', '1780565', '1781120', '1793132', '1793713', '1793721', '1794844', '1812895', '1853785', '1855531', '1856025', '1858513', '1865891', '1873281', '1907199', '1925218', '1939182', '1963310', '1963684', '1964044', '1999037', '2030664', '2038238', '2063819', '2086633', '2143304', '2149669', '2257188', '2258803', '2295324', '2377002', '2377012', '2977174', '2996596', '3071717', '3080607', '3187737', '3187750', '3506871', '3678694', '3886010', '3908032', '4113090', '4618225', '5275059']"
里昂,"['1003078', '1021615', '1048610', '1084336', '1986590']"
有志,"['1048610', '1084336', '2381950']"
有志于,"['1048610', '1084336', '2381950']"
报考,"['1048610', '1084336']"
海军,"['1005492', '1007772', '1015584', '1033778', '1048610', '1084336', '1143694', '1151873', '1152701', '1205370', '1207819', '1433379', '1917972', '2030664', '2159470', '2257188', '3151990']"
